date,hits,search_term
8/16/2015,56,Cannabis
8/23/2015,57,Cannabis
8/30/2015,58,Cannabis
9/6/2015,55,Cannabis
9/13/2015,56,Cannabis
9/20/2015,57,Cannabis
9/27/2015,58,Cannabis
10/4/2015,57,Cannabis
10/11/2015,56,Cannabis
10/18/2015,59,Cannabis
10/25/2015,59,Cannabis
11/1/2015,65,Cannabis
11/8/2015,59,Cannabis
11/15/2015,54,Cannabis
11/22/2015,53,Cannabis
11/29/2015,54,Cannabis
12/6/2015,55,Cannabis
12/13/2015,53,Cannabis
12/20/2015,55,Cannabis
12/27/2015,55,Cannabis
1/3/2016,53,Cannabis
1/10/2016,54,Cannabis
1/17/2016,54,Cannabis
1/24/2016,56,Cannabis
1/31/2016,57,Cannabis
2/7/2016,54,Cannabis
2/14/2016,54,Cannabis
2/21/2016,57,Cannabis
2/28/2016,55,Cannabis
3/6/2016,55,Cannabis
3/13/2016,54,Cannabis
3/20/2016,55,Cannabis
3/27/2016,55,Cannabis
4/3/2016,57,Cannabis
4/10/2016,57,Cannabis
4/17/2016,70,Cannabis
4/24/2016,66,Cannabis
5/1/2016,59,Cannabis
5/8/2016,56,Cannabis
5/15/2016,56,Cannabis
5/22/2016,56,Cannabis
5/29/2016,54,Cannabis
6/5/2016,55,Cannabis
6/12/2016,51,Cannabis
6/19/2016,52,Cannabis
6/26/2016,53,Cannabis
7/3/2016,54,Cannabis
7/10/2016,51,Cannabis
7/17/2016,51,Cannabis
7/24/2016,55,Cannabis
7/31/2016,53,Cannabis
8/7/2016,55,Cannabis
8/14/2016,53,Cannabis
8/21/2016,53,Cannabis
8/28/2016,55,Cannabis
9/4/2016,57,Cannabis
9/11/2016,56,Cannabis
9/18/2016,56,Cannabis
9/25/2016,57,Cannabis
10/2/2016,58,Cannabis
10/9/2016,58,Cannabis
10/16/2016,58,Cannabis
10/23/2016,61,Cannabis
10/30/2016,58,Cannabis
11/6/2016,100,Cannabis
11/13/2016,67,Cannabis
11/20/2016,58,Cannabis
11/27/2016,60,Cannabis
12/4/2016,58,Cannabis
12/11/2016,58,Cannabis
12/18/2016,55,Cannabis
12/25/2016,56,Cannabis
1/1/2017,59,Cannabis
1/8/2017,57,Cannabis
1/15/2017,57,Cannabis
1/22/2017,57,Cannabis
1/29/2017,58,Cannabis
2/5/2017,57,Cannabis
2/12/2017,57,Cannabis
2/19/2017,61,Cannabis
2/26/2017,60,Cannabis
3/5/2017,57,Cannabis
3/12/2017,58,Cannabis
3/19/2017,58,Cannabis
3/26/2017,63,Cannabis
4/2/2017,60,Cannabis
4/9/2017,61,Cannabis
4/16/2017,72,Cannabis
4/23/2017,61,Cannabis
4/30/2017,61,Cannabis
5/7/2017,57,Cannabis
5/14/2017,56,Cannabis
5/21/2017,57,Cannabis
5/28/2017,58,Cannabis
6/4/2017,57,Cannabis
6/11/2017,56,Cannabis
6/18/2017,57,Cannabis
6/25/2017,57,Cannabis
7/2/2017,58,Cannabis
7/9/2017,59,Cannabis
7/16/2017,59,Cannabis
7/23/2017,58,Cannabis
7/30/2017,59,Cannabis
8/6/2017,58,Cannabis
8/13/2017,55,Cannabis
8/20/2017,53,Cannabis
8/27/2017,53,Cannabis
9/3/2017,53,Cannabis
9/10/2017,53,Cannabis
9/17/2017,56,Cannabis
9/24/2017,55,Cannabis
10/1/2017,54,Cannabis
10/8/2017,56,Cannabis
10/15/2017,56,Cannabis
10/22/2017,55,Cannabis
10/29/2017,56,Cannabis
11/5/2017,57,Cannabis
11/12/2017,59,Cannabis
11/19/2017,55,Cannabis
11/26/2017,57,Cannabis
12/3/2017,56,Cannabis
12/10/2017,54,Cannabis
12/17/2017,54,Cannabis
12/24/2017,58,Cannabis
12/31/2017,75,Cannabis
1/7/2018,64,Cannabis
1/14/2018,61,Cannabis
1/21/2018,59,Cannabis
1/28/2018,59,Cannabis
2/4/2018,59,Cannabis
2/11/2018,57,Cannabis
2/18/2018,57,Cannabis
2/25/2018,57,Cannabis
3/4/2018,58,Cannabis
3/11/2018,58,Cannabis
3/18/2018,60,Cannabis
3/25/2018,58,Cannabis
4/1/2018,58,Cannabis
4/8/2018,58,Cannabis
4/15/2018,70,Cannabis
4/22/2018,60,Cannabis
4/29/2018,60,Cannabis
5/6/2018,59,Cannabis
5/13/2018,58,Cannabis
5/20/2018,59,Cannabis
6/2/2013,28,Apple
6/9/2013,41,Apple
6/16/2013,29,Apple
6/23/2013,29,Apple
6/30/2013,30,Apple
7/7/2013,29,Apple
7/14/2013,28,Apple
7/21/2013,30,Apple
7/28/2013,31,Apple
8/4/2013,31,Apple
8/11/2013,31,Apple
8/18/2013,31,Apple
8/25/2013,30,Apple
9/1/2013,33,Apple
9/8/2013,68,Apple
9/15/2013,50,Apple
9/22/2013,42,Apple
9/29/2013,35,Apple
10/6/2013,35,Apple
10/13/2013,32,Apple
10/20/2013,47,Apple
10/27/2013,37,Apple
11/3/2013,35,Apple
11/10/2013,36,Apple
11/17/2013,36,Apple
11/24/2013,41,Apple
12/1/2013,34,Apple
12/8/2013,33,Apple
12/15/2013,34,Apple
12/22/2013,42,Apple
12/29/2013,35,Apple
1/5/2014,32,Apple
1/12/2014,30,Apple
1/19/2014,29,Apple
1/26/2014,30,Apple
2/2/2014,28,Apple
2/9/2014,27,Apple
2/16/2014,28,Apple
2/23/2014,29,Apple
3/2/2014,27,Apple
3/9/2014,28,Apple
3/16/2014,28,Apple
3/23/2014,26,Apple
3/30/2014,26,Apple
4/6/2014,26,Apple
4/13/2014,25,Apple
4/20/2014,28,Apple
4/27/2014,27,Apple
5/4/2014,27,Apple
5/11/2014,25,Apple
5/18/2014,24,Apple
5/25/2014,25,Apple
6/1/2014,32,Apple
6/8/2014,26,Apple
6/15/2014,25,Apple
6/22/2014,25,Apple
6/29/2014,26,Apple
7/6/2014,27,Apple
7/13/2014,26,Apple
7/20/2014,27,Apple
7/27/2014,28,Apple
8/3/2014,27,Apple
8/10/2014,28,Apple
8/17/2014,28,Apple
8/24/2014,30,Apple
8/31/2014,32,Apple
9/7/2014,100,Apple
9/14/2014,52,Apple
9/21/2014,46,Apple
9/28/2014,39,Apple
10/5/2014,36,Apple
10/12/2014,43,Apple
10/19/2014,39,Apple
10/26/2014,35,Apple
11/2/2014,34,Apple
11/9/2014,33,Apple
11/16/2014,33,Apple
11/23/2014,38,Apple
11/30/2014,33,Apple
12/7/2014,33,Apple
12/14/2014,34,Apple
12/21/2014,38,Apple
12/28/2014,35,Apple
1/4/2015,31,Apple
1/11/2015,30,Apple
1/18/2015,28,Apple
1/25/2015,29,Apple
2/1/2015,29,Apple
2/8/2015,28,Apple
2/15/2015,28,Apple
2/22/2015,28,Apple
3/1/2015,29,Apple
3/8/2015,50,Apple
3/15/2015,33,Apple
3/22/2015,29,Apple
3/29/2015,30,Apple
4/5/2015,35,Apple
4/12/2015,32,Apple
4/19/2015,33,Apple
4/26/2015,34,Apple
5/3/2015,30,Apple
5/10/2015,29,Apple
5/17/2015,30,Apple
5/24/2015,29,Apple
5/31/2015,29,Apple
6/7/2015,34,Apple
6/14/2015,30,Apple
6/21/2015,31,Apple
6/28/2015,37,Apple
7/5/2015,34,Apple
7/12/2015,32,Apple
7/19/2015,33,Apple
7/26/2015,31,Apple
8/2/2015,31,Apple
8/9/2015,31,Apple
8/16/2015,30,Apple
8/23/2015,33,Apple
8/30/2015,32,Apple
9/6/2015,63,Apple
9/13/2015,41,Apple
9/20/2015,43,Apple
9/27/2015,39,Apple
10/4/2015,36,Apple
10/11/2015,35,Apple
10/18/2015,35,Apple
10/25/2015,35,Apple
11/1/2015,35,Apple
11/8/2015,34,Apple
11/15/2015,33,Apple
11/22/2015,39,Apple
11/29/2015,35,Apple
12/6/2015,35,Apple
12/13/2015,35,Apple
12/20/2015,40,Apple
12/27/2015,37,Apple
1/3/2016,32,Apple
1/10/2016,30,Apple
1/17/2016,30,Apple
1/24/2016,30,Apple
1/31/2016,29,Apple
2/7/2016,29,Apple
2/14/2016,30,Apple
2/21/2016,29,Apple
2/28/2016,28,Apple
3/6/2016,28,Apple
3/13/2016,27,Apple
3/20/2016,42,Apple
3/27/2016,32,Apple
4/3/2016,30,Apple
4/10/2016,28,Apple
4/17/2016,28,Apple
4/24/2016,30,Apple
5/1/2016,28,Apple
5/8/2016,27,Apple
5/15/2016,28,Apple
5/22/2016,28,Apple
5/29/2016,27,Apple
6/5/2016,27,Apple
6/12/2016,31,Apple
6/19/2016,27,Apple
6/26/2016,27,Apple
7/3/2016,28,Apple
7/10/2016,30,Apple
7/17/2016,28,Apple
7/24/2016,29,Apple
7/31/2016,30,Apple
8/7/2016,27,Apple
8/14/2016,27,Apple
8/21/2016,29,Apple
8/28/2016,31,Apple
9/4/2016,66,Apple
9/11/2016,44,Apple
9/18/2016,40,Apple
9/25/2016,40,Apple
10/2/2016,36,Apple
10/9/2016,35,Apple
10/16/2016,33,Apple
10/23/2016,40,Apple
10/30/2016,35,Apple
11/6/2016,32,Apple
11/13/2016,34,Apple
11/20/2016,41,Apple
11/27/2016,36,Apple
12/4/2016,34,Apple
12/11/2016,36,Apple
12/18/2016,38,Apple
12/25/2016,40,Apple
1/1/2017,34,Apple
1/8/2017,31,Apple
1/15/2017,31,Apple
1/22/2017,30,Apple
1/29/2017,30,Apple
2/5/2017,30,Apple
2/12/2017,29,Apple
2/19/2017,28,Apple
2/26/2017,28,Apple
3/5/2017,28,Apple
3/12/2017,27,Apple
3/19/2017,31,Apple
3/26/2017,30,Apple
4/2/2017,28,Apple
4/9/2017,28,Apple
4/16/2017,28,Apple
4/23/2017,27,Apple
4/30/2017,28,Apple
5/7/2017,28,Apple
5/14/2017,27,Apple
5/21/2017,27,Apple
5/28/2017,27,Apple
6/4/2017,35,Apple
6/11/2017,29,Apple
6/18/2017,30,Apple
6/25/2017,29,Apple
7/2/2017,30,Apple
7/9/2017,29,Apple
7/16/2017,29,Apple
7/23/2017,30,Apple
7/30/2017,31,Apple
8/6/2017,31,Apple
8/13/2017,30,Apple
8/20/2017,31,Apple
8/27/2017,31,Apple
9/3/2017,32,Apple
9/10/2017,65,Apple
9/17/2017,41,Apple
9/24/2017,38,Apple
10/1/2017,36,Apple
10/8/2017,33,Apple
10/15/2017,34,Apple
10/22/2017,36,Apple
10/29/2017,37,Apple
11/5/2017,39,Apple
11/12/2017,38,Apple
11/19/2017,43,Apple
11/26/2017,39,Apple
12/3/2017,38,Apple
12/10/2017,37,Apple
12/17/2017,41,Apple
12/24/2017,50,Apple
12/31/2017,38,Apple
1/7/2018,36,Apple
1/14/2018,34,Apple
1/21/2018,31,Apple
1/28/2018,33,Apple
2/4/2018,31,Apple
2/11/2018,32,Apple
2/18/2018,31,Apple
2/25/2018,30,Apple
3/4/2018,30,Apple
3/11/2018,30,Apple
3/18/2018,30,Apple
3/25/2018,33,Apple
4/1/2018,31,Apple
4/8/2018,31,Apple
4/15/2018,29,Apple
4/22/2018,29,Apple
4/29/2018,30,Apple
5/6/2018,30,Apple
5/13/2018,29,Apple
5/20/2018,29,Apple
6/2/2013,58,Black market
6/9/2013,55,Black market
6/16/2013,55,Black market
6/23/2013,57,Black market
6/30/2013,58,Black market
7/7/2013,57,Black market
7/14/2013,63,Black market
7/21/2013,57,Black market
7/28/2013,59,Black market
8/4/2013,51,Black market
8/11/2013,57,Black market
8/18/2013,52,Black market
8/25/2013,50,Black market
9/1/2013,51,Black market
9/8/2013,52,Black market
9/15/2013,50,Black market
9/22/2013,47,Black market
9/29/2013,51,Black market
10/6/2013,50,Black market
10/13/2013,50,Black market
10/20/2013,51,Black market
10/27/2013,49,Black market
11/3/2013,47,Black market
11/10/2013,48,Black market
11/17/2013,46,Black market
11/24/2013,47,Black market
12/1/2013,45,Black market
12/8/2013,44,Black market
12/15/2013,45,Black market
12/22/2013,61,Black market
12/29/2013,57,Black market
1/5/2014,47,Black market
1/12/2014,48,Black market
1/19/2014,46,Black market
1/26/2014,46,Black market
2/2/2014,44,Black market
2/9/2014,41,Black market
2/16/2014,45,Black market
2/23/2014,42,Black market
3/2/2014,44,Black market
3/9/2014,41,Black market
3/16/2014,41,Black market
3/23/2014,41,Black market
3/30/2014,40,Black market
4/6/2014,39,Black market
4/13/2014,40,Black market
4/20/2014,42,Black market
4/27/2014,43,Black market
5/4/2014,40,Black market
5/11/2014,41,Black market
5/18/2014,42,Black market
5/25/2014,43,Black market
6/1/2014,40,Black market
6/8/2014,39,Black market
6/15/2014,39,Black market
6/22/2014,37,Black market
6/29/2014,37,Black market
7/6/2014,41,Black market
7/13/2014,41,Black market
7/20/2014,44,Black market
7/27/2014,43,Black market
8/3/2014,49,Black market
8/10/2014,44,Black market
8/17/2014,50,Black market
8/24/2014,46,Black market
8/31/2014,40,Black market
9/7/2014,41,Black market
9/14/2014,41,Black market
9/21/2014,42,Black market
9/28/2014,40,Black market
10/5/2014,40,Black market
10/12/2014,43,Black market
10/19/2014,41,Black market
10/26/2014,40,Black market
11/2/2014,39,Black market
11/9/2014,43,Black market
11/16/2014,44,Black market
11/23/2014,44,Black market
11/30/2014,40,Black market
12/7/2014,39,Black market
12/14/2014,47,Black market
12/21/2014,51,Black market
12/28/2014,48,Black market
1/4/2015,44,Black market
1/11/2015,43,Black market
1/18/2015,47,Black market
1/25/2015,45,Black market
2/1/2015,49,Black market
2/8/2015,46,Black market
2/15/2015,47,Black market
2/22/2015,58,Black market
3/1/2015,50,Black market
3/8/2015,40,Black market
3/15/2015,42,Black market
3/22/2015,38,Black market
3/29/2015,40,Black market
4/5/2015,40,Black market
4/12/2015,36,Black market
4/19/2015,36,Black market
4/26/2015,38,Black market
5/3/2015,34,Black market
5/10/2015,34,Black market
5/17/2015,34,Black market
5/24/2015,33,Black market
5/31/2015,34,Black market
6/7/2015,32,Black market
6/14/2015,33,Black market
6/21/2015,32,Black market
6/28/2015,35,Black market
7/5/2015,42,Black market
7/12/2015,39,Black market
7/19/2015,40,Black market
7/26/2015,59,Black market
8/2/2015,42,Black market
8/9/2015,36,Black market
8/16/2015,35,Black market
8/23/2015,36,Black market
8/30/2015,37,Black market
9/6/2015,35,Black market
9/13/2015,35,Black market
9/20/2015,32,Black market
9/27/2015,33,Black market
10/4/2015,35,Black market
10/11/2015,38,Black market
10/18/2015,43,Black market
10/25/2015,40,Black market
11/1/2015,40,Black market
11/8/2015,44,Black market
11/15/2015,44,Black market
11/22/2015,44,Black market
11/29/2015,44,Black market
12/6/2015,44,Black market
12/13/2015,41,Black market
12/20/2015,42,Black market
12/27/2015,42,Black market
1/3/2016,37,Black market
1/10/2016,39,Black market
1/17/2016,45,Black market
1/24/2016,39,Black market
1/31/2016,39,Black market
2/7/2016,43,Black market
2/14/2016,49,Black market
2/21/2016,50,Black market
2/28/2016,49,Black market
3/6/2016,53,Black market
3/13/2016,55,Black market
3/20/2016,52,Black market
3/27/2016,51,Black market
4/3/2016,49,Black market
4/10/2016,45,Black market
4/17/2016,53,Black market
4/24/2016,54,Black market
5/1/2016,52,Black market
5/8/2016,48,Black market
5/15/2016,47,Black market
5/22/2016,44,Black market
5/29/2016,46,Black market
6/5/2016,41,Black market
6/12/2016,40,Black market
6/19/2016,45,Black market
6/26/2016,44,Black market
7/3/2016,37,Black market
7/10/2016,47,Black market
7/17/2016,52,Black market
7/24/2016,76,Black market
7/31/2016,70,Black market
8/7/2016,54,Black market
8/14/2016,56,Black market
8/21/2016,50,Black market
8/28/2016,49,Black market
9/4/2016,48,Black market
9/11/2016,42,Black market
9/18/2016,42,Black market
9/25/2016,46,Black market
10/2/2016,52,Black market
10/9/2016,58,Black market
10/16/2016,56,Black market
10/23/2016,53,Black market
10/30/2016,100,Black market
11/6/2016,75,Black market
11/13/2016,72,Black market
11/20/2016,64,Black market
11/27/2016,55,Black market
12/4/2016,51,Black market
12/11/2016,47,Black market
12/18/2016,53,Black market
12/25/2016,55,Black market
1/1/2017,55,Black market
1/8/2017,55,Black market
1/15/2017,51,Black market
1/22/2017,47,Black market
1/29/2017,44,Black market
2/5/2017,48,Black market
2/12/2017,50,Black market
2/19/2017,54,Black market
2/26/2017,68,Black market
3/5/2017,61,Black market
3/12/2017,58,Black market
3/19/2017,52,Black market
3/26/2017,47,Black market
4/2/2017,42,Black market
4/9/2017,40,Black market
4/16/2017,38,Black market
4/23/2017,38,Black market
4/30/2017,35,Black market
5/7/2017,34,Black market
5/14/2017,33,Black market
5/21/2017,30,Black market
5/28/2017,31,Black market
6/4/2017,30,Black market
6/11/2017,32,Black market
6/18/2017,30,Black market
6/25/2017,30,Black market
7/2/2017,32,Black market
7/9/2017,32,Black market
7/16/2017,32,Black market
7/23/2017,31,Black market
7/30/2017,30,Black market
8/6/2017,31,Black market
8/13/2017,32,Black market
8/20/2017,30,Black market
8/27/2017,29,Black market
9/3/2017,31,Black market
9/10/2017,30,Black market
9/17/2017,31,Black market
9/24/2017,32,Black market
10/1/2017,32,Black market
10/8/2017,31,Black market
10/15/2017,30,Black market
10/22/2017,26,Black market
10/29/2017,27,Black market
11/5/2017,27,Black market
11/12/2017,27,Black market
11/19/2017,29,Black market
11/26/2017,30,Black market
12/3/2017,30,Black market
12/10/2017,31,Black market
12/17/2017,32,Black market
12/24/2017,33,Black market
12/31/2017,31,Black market
1/7/2018,31,Black market
1/14/2018,32,Black market
1/21/2018,30,Black market
1/28/2018,31,Black market
2/4/2018,30,Black market
2/11/2018,31,Black market
2/18/2018,28,Black market
2/25/2018,30,Black market
3/4/2018,27,Black market
3/11/2018,28,Black market
3/18/2018,26,Black market
3/25/2018,27,Black market
4/1/2018,26,Black market
4/8/2018,26,Black market
4/15/2018,25,Black market
4/22/2018,24,Black market
4/29/2018,25,Black market
5/6/2018,25,Black market
5/13/2018,24,Black market
5/20/2018,26,Black market
6/2/2013,19,Quantum computing
6/9/2013,22,Quantum computing
6/16/2013,25,Quantum computing
6/23/2013,22,Quantum computing
6/30/2013,32,Quantum computing
7/7/2013,25,Quantum computing
7/14/2013,17,Quantum computing
7/21/2013,17,Quantum computing
7/28/2013,13,Quantum computing
8/4/2013,15,Quantum computing
8/11/2013,19,Quantum computing
8/18/2013,20,Quantum computing
8/25/2013,20,Quantum computing
9/1/2013,19,Quantum computing
9/8/2013,23,Quantum computing
9/15/2013,17,Quantum computing
9/22/2013,20,Quantum computing
9/29/2013,24,Quantum computing
10/6/2013,23,Quantum computing
10/13/2013,31,Quantum computing
10/20/2013,22,Quantum computing
10/27/2013,20,Quantum computing
11/3/2013,20,Quantum computing
11/10/2013,24,Quantum computing
11/17/2013,25,Quantum computing
11/24/2013,20,Quantum computing
12/1/2013,24,Quantum computing
12/8/2013,19,Quantum computing
12/15/2013,17,Quantum computing
12/22/2013,13,Quantum computing
12/29/2013,70,Quantum computing
1/5/2014,40,Quantum computing
1/12/2014,27,Quantum computing
1/19/2014,23,Quantum computing
1/26/2014,24,Quantum computing
2/2/2014,24,Quantum computing
2/9/2014,27,Quantum computing
2/16/2014,23,Quantum computing
2/23/2014,21,Quantum computing
3/2/2014,22,Quantum computing
3/9/2014,20,Quantum computing
3/16/2014,18,Quantum computing
3/23/2014,21,Quantum computing
3/30/2014,20,Quantum computing
4/6/2014,19,Quantum computing
4/13/2014,21,Quantum computing
4/20/2014,19,Quantum computing
4/27/2014,18,Quantum computing
5/4/2014,20,Quantum computing
5/11/2014,17,Quantum computing
5/18/2014,29,Quantum computing
5/25/2014,38,Quantum computing
6/1/2014,24,Quantum computing
6/8/2014,20,Quantum computing
6/15/2014,20,Quantum computing
6/22/2014,23,Quantum computing
6/29/2014,18,Quantum computing
7/6/2014,18,Quantum computing
7/13/2014,22,Quantum computing
7/20/2014,19,Quantum computing
7/27/2014,16,Quantum computing
8/3/2014,17,Quantum computing
8/10/2014,21,Quantum computing
8/17/2014,18,Quantum computing
8/24/2014,20,Quantum computing
8/31/2014,27,Quantum computing
9/7/2014,21,Quantum computing
9/14/2014,18,Quantum computing
9/21/2014,20,Quantum computing
9/28/2014,24,Quantum computing
10/5/2014,23,Quantum computing
10/12/2014,19,Quantum computing
10/19/2014,22,Quantum computing
10/26/2014,20,Quantum computing
11/2/2014,19,Quantum computing
11/9/2014,18,Quantum computing
11/16/2014,18,Quantum computing
11/23/2014,19,Quantum computing
11/30/2014,19,Quantum computing
12/7/2014,19,Quantum computing
12/14/2014,18,Quantum computing
12/21/2014,18,Quantum computing
12/28/2014,18,Quantum computing
1/4/2015,23,Quantum computing
1/11/2015,21,Quantum computing
1/18/2015,20,Quantum computing
1/25/2015,19,Quantum computing
2/1/2015,20,Quantum computing
2/8/2015,19,Quantum computing
2/15/2015,17,Quantum computing
2/22/2015,19,Quantum computing
3/1/2015,21,Quantum computing
3/8/2015,18,Quantum computing
3/15/2015,18,Quantum computing
3/22/2015,18,Quantum computing
3/29/2015,20,Quantum computing
4/5/2015,18,Quantum computing
4/12/2015,20,Quantum computing
4/19/2015,19,Quantum computing
4/26/2015,27,Quantum computing
5/3/2015,30,Quantum computing
5/10/2015,21,Quantum computing
5/17/2015,18,Quantum computing
5/24/2015,21,Quantum computing
5/31/2015,21,Quantum computing
6/7/2015,18,Quantum computing
6/14/2015,22,Quantum computing
6/21/2015,23,Quantum computing
6/28/2015,16,Quantum computing
7/5/2015,17,Quantum computing
7/12/2015,16,Quantum computing
7/19/2015,18,Quantum computing
7/26/2015,17,Quantum computing
8/2/2015,17,Quantum computing
8/9/2015,16,Quantum computing
8/16/2015,18,Quantum computing
8/23/2015,18,Quantum computing
8/30/2015,24,Quantum computing
9/6/2015,21,Quantum computing
9/13/2015,18,Quantum computing
9/20/2015,22,Quantum computing
9/27/2015,29,Quantum computing
10/4/2015,27,Quantum computing
10/11/2015,25,Quantum computing
10/18/2015,25,Quantum computing
10/25/2015,20,Quantum computing
11/1/2015,22,Quantum computing
11/8/2015,20,Quantum computing
11/15/2015,26,Quantum computing
11/22/2015,22,Quantum computing
11/29/2015,20,Quantum computing
12/6/2015,100,Quantum computing
12/13/2015,51,Quantum computing
12/20/2015,33,Quantum computing
12/27/2015,26,Quantum computing
1/3/2016,25,Quantum computing
1/10/2016,21,Quantum computing
1/17/2016,21,Quantum computing
1/24/2016,21,Quantum computing
1/31/2016,20,Quantum computing
2/7/2016,20,Quantum computing
2/14/2016,19,Quantum computing
2/21/2016,21,Quantum computing
2/28/2016,18,Quantum computing
3/6/2016,24,Quantum computing
3/13/2016,22,Quantum computing
3/20/2016,21,Quantum computing
3/27/2016,22,Quantum computing
4/3/2016,22,Quantum computing
4/10/2016,45,Quantum computing
4/17/2016,77,Quantum computing
4/24/2016,27,Quantum computing
5/1/2016,51,Quantum computing
5/8/2016,40,Quantum computing
5/15/2016,25,Quantum computing
5/22/2016,24,Quantum computing
5/29/2016,20,Quantum computing
6/5/2016,24,Quantum computing
6/12/2016,20,Quantum computing
6/19/2016,20,Quantum computing
6/26/2016,23,Quantum computing
7/3/2016,21,Quantum computing
7/10/2016,21,Quantum computing
7/17/2016,20,Quantum computing
7/24/2016,20,Quantum computing
7/31/2016,23,Quantum computing
8/7/2016,20,Quantum computing
8/14/2016,20,Quantum computing
8/21/2016,22,Quantum computing
8/28/2016,19,Quantum computing
9/4/2016,29,Quantum computing
9/11/2016,21,Quantum computing
9/18/2016,25,Quantum computing
9/25/2016,24,Quantum computing
10/2/2016,23,Quantum computing
10/9/2016,22,Quantum computing
10/16/2016,23,Quantum computing
10/23/2016,23,Quantum computing
10/30/2016,23,Quantum computing
11/6/2016,22,Quantum computing
11/13/2016,23,Quantum computing
11/20/2016,26,Quantum computing
11/27/2016,26,Quantum computing
12/4/2016,21,Quantum computing
12/11/2016,22,Quantum computing
12/18/2016,20,Quantum computing
12/25/2016,18,Quantum computing
1/1/2017,23,Quantum computing
1/8/2017,25,Quantum computing
1/15/2017,21,Quantum computing
1/22/2017,22,Quantum computing
1/29/2017,32,Quantum computing
2/5/2017,27,Quantum computing
2/12/2017,33,Quantum computing
2/19/2017,31,Quantum computing
2/26/2017,26,Quantum computing
3/5/2017,48,Quantum computing
3/12/2017,34,Quantum computing
3/19/2017,29,Quantum computing
3/26/2017,24,Quantum computing
4/2/2017,27,Quantum computing
4/9/2017,23,Quantum computing
4/16/2017,26,Quantum computing
4/23/2017,24,Quantum computing
4/30/2017,35,Quantum computing
5/7/2017,31,Quantum computing
5/14/2017,30,Quantum computing
5/21/2017,29,Quantum computing
5/28/2017,26,Quantum computing
6/4/2017,22,Quantum computing
6/11/2017,27,Quantum computing
6/18/2017,24,Quantum computing
6/25/2017,37,Quantum computing
7/2/2017,33,Quantum computing
7/9/2017,29,Quantum computing
7/16/2017,34,Quantum computing
7/23/2017,29,Quantum computing
7/30/2017,25,Quantum computing
8/6/2017,27,Quantum computing
8/13/2017,26,Quantum computing
8/20/2017,22,Quantum computing
8/27/2017,26,Quantum computing
9/3/2017,31,Quantum computing
9/10/2017,32,Quantum computing
9/17/2017,40,Quantum computing
9/24/2017,59,Quantum computing
10/1/2017,37,Quantum computing
10/8/2017,41,Quantum computing
10/15/2017,46,Quantum computing
10/22/2017,37,Quantum computing
10/29/2017,34,Quantum computing
11/5/2017,48,Quantum computing
11/12/2017,45,Quantum computing
11/19/2017,56,Quantum computing
11/26/2017,49,Quantum computing
12/3/2017,42,Quantum computing
12/10/2017,55,Quantum computing
12/17/2017,45,Quantum computing
12/24/2017,34,Quantum computing
12/31/2017,37,Quantum computing
1/7/2018,54,Quantum computing
1/14/2018,39,Quantum computing
1/21/2018,45,Quantum computing
1/28/2018,41,Quantum computing
2/4/2018,39,Quantum computing
2/11/2018,41,Quantum computing
2/18/2018,37,Quantum computing
2/25/2018,34,Quantum computing
3/4/2018,45,Quantum computing
3/11/2018,39,Quantum computing
3/18/2018,38,Quantum computing
3/25/2018,34,Quantum computing
4/1/2018,36,Quantum computing
4/8/2018,34,Quantum computing
4/15/2018,30,Quantum computing
4/22/2018,33,Quantum computing
4/29/2018,26,Quantum computing
5/6/2018,30,Quantum computing
5/13/2018,32,Quantum computing
5/20/2018,30,Quantum computing
6/2/2013,65,Online shopping
6/9/2013,65,Online shopping
6/16/2013,65,Online shopping
6/23/2013,65,Online shopping
6/30/2013,70,Online shopping
7/7/2013,67,Online shopping
7/14/2013,70,Online shopping
7/21/2013,70,Online shopping
7/28/2013,70,Online shopping
8/4/2013,71,Online shopping
8/11/2013,73,Online shopping
8/18/2013,70,Online shopping
8/25/2013,72,Online shopping
9/1/2013,74,Online shopping
9/8/2013,73,Online shopping
9/15/2013,75,Online shopping
9/22/2013,75,Online shopping
9/29/2013,78,Online shopping
10/6/2013,76,Online shopping
10/13/2013,77,Online shopping
10/20/2013,79,Online shopping
10/27/2013,77,Online shopping
11/3/2013,77,Online shopping
11/10/2013,81,Online shopping
11/17/2013,81,Online shopping
11/24/2013,86,Online shopping
12/1/2013,87,Online shopping
12/8/2013,87,Online shopping
12/15/2013,83,Online shopping
12/22/2013,83,Online shopping
12/29/2013,76,Online shopping
1/5/2014,74,Online shopping
1/12/2014,76,Online shopping
1/19/2014,77,Online shopping
1/26/2014,74,Online shopping
2/2/2014,75,Online shopping
2/9/2014,74,Online shopping
2/16/2014,74,Online shopping
2/23/2014,73,Online shopping
3/2/2014,71,Online shopping
3/9/2014,73,Online shopping
3/16/2014,74,Online shopping
3/23/2014,73,Online shopping
3/30/2014,76,Online shopping
4/6/2014,75,Online shopping
4/13/2014,73,Online shopping
4/20/2014,72,Online shopping
4/27/2014,70,Online shopping
5/4/2014,70,Online shopping
5/11/2014,69,Online shopping
5/18/2014,69,Online shopping
5/25/2014,72,Online shopping
6/1/2014,70,Online shopping
6/8/2014,70,Online shopping
6/15/2014,71,Online shopping
6/22/2014,74,Online shopping
6/29/2014,74,Online shopping
7/6/2014,74,Online shopping
7/13/2014,77,Online shopping
